Stock,sgRNA,COG,Gene,Old,KEGG,Condition,mumax,mumax_minusRha,Gen Time,Depletion_per,Dep,D/CR,D/EP,D/mumaxminusR,D/mumaxplusR,minusRmumax/CR,minusRmumax/EP,plusRmumax/CR,plusRmumax/EP,mumax_plusRha,CRISPRRater_Score_real,Rank_CR,CRISPR Efficiency Predictor,Rank_EP,(1-Dep)/CR,(1-Dep)/EP,1-DCR,1-DEP,Lag Time,Spike,S,SpikeN,Unnamed: 33,Dep_Per*coeff,mumax_plusRha*coeff,Lag Time*coeff,Sum,Intercept,Predicted Spike_DML,Predicted Spike_ML,mumax_plusRha*coeff.1,Lag Time*coeff.1,Sum.1,Unnamed: 44,Dep_Per*coeff.1,mumax_plusRha*coeff.2,Lag Time*coeff.2,Sum.2,GLM_Predicted Spike_DML,Unnamed: 50,Depletion_mumaxplusrha_lagtime,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Predicted_Depletion_per,Predicted_Depletion_per_Polynomial
,1629,J,translation factor Sua5,translation factor Sua5,Others,(-) Rhamnose,0.76277201,0.76277201,0.476627222,71.31127269,0.713112727,1.058725977,0.112505853,0.934896296,2.916217264,1.132452852,0.120340463,0.363047702,0.03857938,0.24453347,0.67355741,264,6.33845,162,0.425928464,0.045261424,-0.058725977,0.887494147,12.03711582,3X,3,3,,2.510156799,-0.130898766,1.113433213,3.492691246,,3.137991246,,-0.130898766,1.113433213,0.982534447,,1.354914181,0.057807712,0.103519196,1.516241089,0.863141089,,,,,,,68.93780653589994,4.495362319400142
,1488,F,adenylosuccinate lyase,adenylosuccinate lyase,adenosine ribonucleotides <i>de novo</i> biosynthesis,(-) Rhamnose,0.76277201,0.76277201,0.476434354,100.0,1.0,1.867895727,0.136260945,1.311007728,2.522167901,1.424778578,0.103936035,0.740591349,0.054025327,0.39648431,0.53536179,315,7.33886,22,0.0,0.0,-0.867895727,0.863739055,8.582832176,1X,1,5,,3.52,-0.212238051,0.793911976,4.101673925,,3.746973925,,-0.212238051,0.793911976,0.581673925,,1.9,0.093728891,0.073812357,2.067541248,1.414441248,,,,,,,99.5110115606,3.6876860895762436
,1537,F,thyA,thyA,folate transformations II,(-) Rhamnose,0.76277201,0.76277201,0.476073442,55.6778153,0.556778153,0.742733483,0.122903387,0.729940462,1.023683921,1.017526116,0.168374537,0.725549623,0.120059898,0.54389655,0.74963384,111,4.53021,416,0.591251119,0.097836932,0.257266517,0.877096613,5.0,1X,1,1,,1.959859099,-0.291147823,0.4625,2.131211275,,1.776511275,,-0.291147823,0.4625,0.171352177,,1.057878491,0.128577144,0.043,1.229455635,0.576355635,,,,,,,63.8714787242999,2.506471010468002
,1834,C,0,,Others,(-) Rhamnose,0.76277201,0.76277201,0.475125784,67.84007283,0.678400728,0.983231755,0.088888053,0.889388598,1.263344652,1.105514234,0.099942874,0.778276738,0.070359306,0.53698785,0.68997032,229,7.63208,51,0.46610595,0.042137828,0.016768245,0.911111947,5.0,1X,1,1,,2.387970564,-0.287449596,0.4625,2.563020968,,2.208320968,,-0.287449596,0.4625,0.175050404,,1.288961384,0.126943928,0.043,1.458905312,0.805805312,,,,,,,60.33111883720003,2.495735631755945
,1958,,0,,Others,(-) Rhamnose,0.76277201,0.76277201,0.474911056,57.98319328,0.579831933,0.800866901,0.119270661,0.760164145,1.129819943,1.053544693,0.156901193,0.70884472,0.105566079,0.51320738,0.724005365,154,4.86148,371,0.580338334,0.086428015,0.199133099,0.880729339,5.0,1X,1,1,,2.041008403,-0.274719911,0.4625,2.228788493,,1.874088493,,-0.274719911,0.4625,0.187780089,,1.101680672,0.121322225,0.043,1.266002897,0.612902897,,,,,,,63.3799204622999,2.4587833322783736
,1853,,0,,Others,(-) Rhamnose,0.76277201,0.76277201,0.474858611,86.77251749,0.867725175,1.371674301,0.196090324,1.13759441,1.669127213,1.205767441,0.172372791,0.821791347,0.117480754,0.51986761,0.632602925,359,4.42513,434,0.209096133,0.029891738,-0.371674301,0.803909676,5.0,1X,1,5,,3.054392616,-0.278285132,0.4625,3.238607484,,2.883907484,,-0.278285132,0.4625,0.184214868,,1.648677832,0.122896703,0.043,1.814574535,1.161474535,,,,,,,67.64984081339992,2.4691326152635087
,1407,K,0,0,Metabolic pathways,(-) Rhamnose,0.684084738,0.684084738,0.440003969,87.77932639,0.877793264,2.035711057,0.180580228,1.283164519,1.949063142,1.586477047,0.140730378,1.044456187,0.092649758,0.450366766,0.431197375,514,4.86096,372,0.283412523,0.025140453,-1.035711057,0.819419772,6.205804601,1X,1,5,,3.089832289,-0.24108133,0.574036926,3.422787885,,3.068087885,,-0.24108133,0.574036926,0.332955596,,1.667807201,0.106466703,0.05336992,1.827643824,1.174543824,,,,,,,81.29130188010006,2.8549594173033865
,2039,J,histidine--tRNA ligase,histidine--tRNA ligase,Aminoacyl-tRNA biosynthesis,(-) Rhamnose,0.76277201,0.76277201,0.474515671,98.22940936,0.982294094,1.605929287,0.206456256,1.287795148,2.177367411,1.247037845,0.160317623,0.73755549,0.094819209,0.45113842,0.61166709,18,4.75788,182,0.028946966,0.003721386,-0.605929287,0.793543744,15.74996811,3X,3,3,,3.457675209,-0.241494396,1.45687205,4.673052863,,4.318352863,,-0.241494396,1.45687205,1.215377654,,1.866358778,0.106649122,0.135449726,2.108457626,1.455357626,,,,,,,97.8383676171,6.767313427456488
,1658,I,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Biosynthesis of antibiotics,(-) Rhamnose,0.76277201,0.76277201,0.474461914,42.09726916,0.420972692,0.560281863,0.086211544,0.551898452,0.973454175,1.015190133,0.156209069,0.575560594,0.088562508,0.4324525,0.75135877,105,4.88302,369,0.770640247,0.118579754,0.439718137,0.913788456,5.0,2X,2,2,,1.481823874,-0.231491823,0.4625,1.712832051,,1.358132051,,-0.231491823,0.4625,0.231008177,,0.799848114,0.102231771,0.043,0.945079885,0.291979885,,,,,,,51.99484330979998,2.3332989112372684
,1619,H,S-adenosylmethionine synthase,S-adenosylmethionine synthase,2'-deoxymugineic acid phytosiderophore biosynthesis,(-) Rhamnose,0.76277201,0.76277201,0.474262058,0.0,0.0,0.0,0.0,0.0,0.0,1.148440847,0.131302558,0.295161619,0.033746166,0.19604059,0.664180495,290,5.80927,241,1.505614825,0.172138668,1.0,1.0,6.0,1X,1,1,,0.0,-0.104940528,0.555,0.450059472,,0.095359472,,-0.104940528,0.555,0.450059472,,0.0,0.046343995,0.0516,0.097943995,-0.555156005,,,,,,,23.915901400600006,2.3003468712387356
,1481,F,ribonucleoside-diphosphate reductase subunit alpha,ribonucleoside-diphosphate reductase subunit alpha,adenosine deoxyribonucleotides de novo biosynthesis,(-) Rhamnose,0.76277201,0.76277201,0.473486874,97.20241684,0.972024168,1.531996626,0.153117111,1.274331197,2.150195158,1.202196595,0.120154879,0.712491896,0.071210797,0.45206323,0.634481925,355,6.34824,161,0.044092401,0.004406864,-0.531996626,0.846882889,7.0,2X,2,2,,3.421525073,-0.241989447,0.6475,3.827035626,,3.472335626,,-0.241989447,0.6475,0.405510553,,1.84684592,0.106867748,0.0602,2.013913668,1.360813668,,,,,,,92.9741002982001,3.1838516228770093
,1900,J,50S ribosomal protein L17,50S ribosomal protein L17,Ribosome biogenesis,(-) Rhamnose,0.76277201,0.76277201,0.473475285,94.93464052,0.949346405,1.521044078,0.178171268,1.244600474,1.769678868,1.222114333,0.143155392,0.859502877,0.10068,0.53645123,0.624141285,378,5.32828,303,0.081157257,0.009506556,-0.521044078,0.821828732,8.0,1X,1,5,,3.341699346,-0.287162343,0.74,3.794537003,,3.439837003,,-0.287162343,0.74,0.452837657,,1.80375817,0.126817071,0.0688,1.999375241,1.346275241,,,,,,,73.8201172640801,3.799810067251739
,1636,R,permease,permease,ABC transporters,(-) Rhamnose,0.76277201,0.76277201,0.473007296,91.68597914,0.916859791,1.322961554,0.139689192,1.202010272,6.588374874,1.100624166,0.116212977,0.20080241,0.021202375,0.13916327,0.693035855,220,6.56357,140,0.119965234,0.012666919,-0.322961554,0.860310808,5.0,1X,1,5,,3.227346466,-0.074494098,0.4625,3.615352367,,3.260652367,,-0.074494098,0.4625,0.388005902,,1.742033604,0.032898197,0.043,1.817931801,1.164831801,,,,,,,72.18455650460008,1.8775589086003805
,2081,J,rpsA,rpsA,Ribosome biogenesis,(-) Rhamnose,0.76277201,0.76277201,0.472849188,52.53164557,0.525316456,0.834270186,0.090967669,0.688693933,0.968309575,1.211380188,0.132087223,0.861573827,0.09394482,0.54250879,0.629671855,370,5.77476,245,0.753858602,0.082199701,0.165729814,0.909032331,6.0,1X,1,1,,1.849113924,-0.290404955,0.555,2.113708969,,1.759008969,,-0.290404955,0.555,0.264595045,,0.998101266,0.128249078,0.0516,1.177950344,0.524850344,,,,,,,50.533798683720015,2.9410735083793123
,1671,T,LexA repressor,LexA repressor,Others,(-) Rhamnose,0.76277201,0.76277201,0.472660626,54.72856521,0.547285652,0.904333831,0.103131848,0.717495719,1.689006815,1.260403103,0.143738625,0.535423435,0.061060646,0.32402809,0.605181,409,5.30666,308,0.748064377,0.0853106,0.095666169,0.896868152,8.0,1X,1,1,,1.926445495,-0.173452237,0.74,2.492993259,,2.138293259,,-0.173452237,0.74,0.566547763,,1.039842739,0.07660024,0.0688,1.185242979,0.532142979,,,,,,,67.18883634999993,3.2814677666417724
,1905,U,secY,secY,Bacterial secretion system,(-) Rhamnose,0.76277201,0.76277201,0.472633374,98.00487053,0.980048705,1.474443789,0.176087548,1.284851427,5.196162376,1.147559755,0.137048957,0.283756296,0.033888,0.1886101,0.66469045,287,5.56569,268,0.030015919,0.003584694,-0.474443789,0.823912452,9.0,3X,3,3,,3.449771443,-0.100962987,0.8325,4.181308456,,3.826608456,,-0.100962987,0.8325,0.731537013,,1.86209254,0.044587428,0.0774,1.984079968,1.330979968,,,,,,,79.63225072856989,3.2832404724543975
,1608,,hypothetical protein,hypothetical protein,Others,(-) Rhamnose,0.763796525,0.763796525,0.471812532,33.34630261,0.333463026,0.541414797,0.089010823,0.436586205,0.571581492,1.240109723,0.203879147,0.947222408,0.155727266,0.58340417,0.61591044,393,3.74632,486,1.082197882,0.17791779,0.458585203,0.910989177,7.06330039,1X,1,1,,1.173789852,-0.312296252,0.653355286,1.514848886,,1.160148886,,-0.312296252,0.653355286,0.341059034,,0.63357975,0.137916746,0.060744383,0.832240879,0.179140879,,,,,,,33.68414315785996,3.4939535139533073
,1569,K,MarR family transcriptional regulator,MarR family transcriptional regulator,Others,(-) Rhamnose,0.763796525,0.763796525,0.471685096,100.0,1.0,1.354015193,0.189362738,1.309249214,1.805645452,1.034192099,0.144634601,0.749878772,0.104872602,0.55381858,0.73854415,133,5.28087,311,0.0,0.0,-0.354015193,0.810637262,5.0,1X,1,5,,3.52,-0.296459086,0.4625,3.686040914,,3.331340914,,-0.296459086,0.4625,0.166040914,,1.9,0.130922712,0.043,2.073922712,1.420822712,,,,,,,67.872801278,2.521888780763772
,1613,K,MarR family transcriptional regulator,MarR family transcriptional regulator,Others,(-) Rhamnose,0.763796525,0.763796525,0.469993176,6.591057141,0.065910571,0.1030942,0.009944202,0.086293364,0.090981295,1.194694414,0.115237163,1.133136206,0.109299416,0.7244409,0.63932376,342,6.62804,134,1.461058523,0.140929962,0.8969058,0.990055798,6.0,1X,1,1,,0.232005211,-0.387793214,0.555,0.399211998,,0.044511998,,-0.387793214,0.555,0.167206786,,0.125230086,0.171257829,0.0516,0.348087914,-0.305012086,,,,,,,22.79343739889998,3.2775221320284365
,1607,K,LysR family transcriptional regulator,LysR family transcriptional regulator,Others,(-) Rhamnose,0.763796525,0.763796525,0.469653957,0.0,0.0,0.0,0.0,0.0,0.0,1.35811084,0.18856473,1.065790243,0.147977944,0.5993965,0.56239631,477,4.05058,469,1.77810555,0.246878225,1.0,1.0,7.0,1X,1,1,,0.0,-0.320856946,0.6475,0.326643054,,-0.028056946,,-0.320856946,0.6475,0.326643054,,0.0,0.141697333,0.0602,0.201897333,-0.451202667,,,,,,,19.444750869440004,3.499840905087373
,1913,L,DNA-binding protein HU-alpha,DNA-binding protein HU-alpha,DNA replication,(-) Rhamnose,0.763796525,0.763796525,0.46869696,54.35520362,0.543552036,1.083408954,0.099220194,0.711645076,0.892660467,1.522400689,0.139423706,1.213685376,0.111151101,0.60891241,0.50170532,500,5.47824,283,0.909792951,0.083320184,-0.083408954,0.900779806,8.0,2X,2,2,,1.913303167,-0.325950813,0.74,2.327352354,,1.972652354,,-0.325950813,0.74,0.414049187,,1.032748869,0.143946894,0.0688,1.245495763,0.592395763,,,,,,,41.692145857699934,3.9766255250503244
,1622,M,"bifunctional protein RfaE, domain II","bifunctional protein RfaE, domain II",Lipopolysaccharide biosynthesis,(-) Rhamnose,0.763796525,0.763796525,0.468688582,4.810453165,0.048104532,0.061249612,0.008485855,0.06298082,0.111022687,0.972512128,0.134737135,0.551685543,0.076433525,0.4332856,0.78538509,56,5.66879,260,1.212011127,0.167918633,0.938750388,0.991514145,5.0,1X,1,1,,0.169327951,-0.231937782,0.4625,0.39989017,,0.04519017,,-0.231937782,0.4625,0.230562218,,0.09139861,0.102428716,0.043,0.236827326,-0.416272674,,,,,,,33.93852996425003,2.334593459271633
,1627,R,ubiquinone biosynthesis protein UbiB,ubiquinone biosynthesis protein UbiB,Biosynthesis of secondary metabolites,(-) Rhamnose,0.763796525,0.763796525,0.468123474,61.26122608,0.612612261,1.016292296,0.083810534,0.802062121,4.831297259,1.26709923,0.104493819,0.210355985,0.017347418,0.12680078,0.602791405,416,7.30949,76,0.642656375,0.052997916,-0.016292296,0.916189466,6.0,1X,1,1,,2.156395158,-0.067876458,0.555,2.6435187,,2.2888187,,-0.067876458,0.555,0.487123542,,1.163963296,0.029975704,0.0516,1.245539,0.592439,,,,,,,52.23674914690001,2.1723010920949286
,1419,M,hypothetical protein,hypothetical protein,Others,(-) Rhamnose,0.763796525,0.763796525,0.46801914,98.89294746,0.988929475,1.517760681,0.241516872,1.294755137,2.129568488,1.17223762,0.186534786,0.712708086,0.113411178,0.464380216,0.651571415,320,4.09466,465,0.016990502,0.002703649,-0.517760681,0.758483128,8.0,1X,1,5,,3.481031751,-0.24858273,0.74,3.972449021,,3.617749021,,-0.24858273,0.74,0.49141727,,1.878966002,0.109779483,0.0688,2.057545485,1.404445485,,,,,,,87.15624732520001,3.623946669299647
,1987,H,pdxA,pdxA,Metabolic pathways,(-) Rhamnose,0.763796525,0.763796525,0.467877679,100.0,1.0,1.430098345,0.097277684,1.309249214,11.01983261,1.092304146,0.074300357,0.129774961,0.00882751,0.09074548,0.69925261,206,10.27985,1,0.0,0.0,-0.430098345,0.902722316,9.0,5X,5,5,,3.52,-0.048576055,0.8325,4.303923945,,3.949223945,,-0.048576055,0.8325,0.783923945,,1.9,0.021452231,0.0774,1.998852231,1.345752231,,,,,,,96.7673922375,3.015526286592207
,1655,L,ligA,ligA,Base excision repair,(-) Rhamnose,0.763796525,0.763796525,0.467677081,93.51093799,0.93510938,1.121788545,0.177417891,1.224291221,1.985331623,0.916275904,0.144914778,0.565038371,0.08936436,0.47100916,0.83358792,15,5.27066,315,0.077844962,0.012311669,-0.121788545,0.822582109,12.70221805,2X,2,2,,3.291585017,-0.252131203,1.17495517,4.214408984,,3.859708984,,-0.252131203,1.17495517,0.922823966,,1.776707822,0.111346565,0.109239075,1.997293462,1.344193462,,,,,,,86.85604877470008,5.5945370852655065
,2053,J,alanine--tRNA ligase,alanine--tRNA ligase,Aminoacyl-tRNA biosynthesis,(-) Rhamnose,0.763796525,0.763796525,0.467559539,7.511474649,0.075114746,0.107493648,0.012358973,0.098343923,0.10684076,1.09303803,0.125670935,1.006110852,0.115676571,0.70305328,0.69878312,209,6.07775,190,1.323565534,0.1521756,0.892506352,0.987641027,5.0,1X,1,1,,0.264403908,-0.376344421,0.4625,0.350559487,,-0.004140513,,-0.376344421,0.4625,0.086155579,,0.142718018,0.166201795,0.043,0.351919814,-0.301180186,,,,,,,11.69079183286999,2.7537834963369114
,1485,G,transketolase,transketolase,Biosynthesis of amino acids,(-) Rhamnose,0.763796525,0.763796525,0.467532886,27.28295876,0.272829588,0.341000259,0.04674485,0.357201923,0.568288621,0.954642841,0.130863936,0.600047662,0.082255474,0.48008983,0.80008616,425,5.83657,203,0.908865131,0.124588656,0.658999741,0.95325515,5.0,1X,1,1,,0.960360148,-0.256992086,0.4625,1.165868062,,0.811168062,,-0.256992086,0.4625,0.205507914,,0.518376216,0.113493236,0.043,0.674869452,0.021769452,,,,,,,27.842514312499965,2.4073222120581486
,1614,,hypothetical protein,hypothetical protein,Others,(-) Rhamnose,0.763796525,0.763796525,0.46703032,6.626885104,0.066268851,0.091862645,0.010821471,0.086762441,0.116502331,1.058783547,0.124725299,0.788504785,0.092886308,0.56881996,0.721390625,158,6.12383,184,1.294348882,0.152475028,0.908137355,0.989178529,8.366859153,1X,1,1,,0.233266356,-0.304489325,0.773934472,0.702711503,,0.348011503,,-0.304489325,0.773934472,0.469445147,,0.125910817,0.134469039,0.071954989,0.332334844,-0.320765156,,,,,,,13.862416734390003,4.041874825890688
,1651,E,aspartate kinase,aspartate kinase,2-Oxocarboxylic acid metabolism,(-) Rhamnose,0.763796525,0.763796525,0.465549082,47.36601411,0.473660141,0.721137294,0.104187915,0.620139167,1.132250427,1.162863647,0.168007313,0.636906179,0.092018437,0.41833514,0.656823805,306,4.54621,415,0.801341022,0.115775527,0.278862706,0.895812085,11.76987039,1X,1,1,,1.667283697,-0.2239348,1.088713011,2.532061907,,2.177361907,,-0.2239348,1.088713011,0.864778211,,0.899954268,0.098894427,0.101220885,1.100069581,0.446969581,,,,,,,62.08816199579994,5.019825092900009
,2001,J,rpmB,rpmB,Ribosome biogenesis,(-) Rhamnose,0.763796525,0.763796525,0.46509119,33.77358491,0.337735849,0.476611145,0.052699506,0.442180395,0.556938472,1.077865846,0.119181009,0.855769837,0.094623569,0.60641501,0.708619285,183,6.40871,156,0.934583866,0.103338137,0.523388855,0.947300494,5.0,1X,1,1,,1.188830189,-0.324613955,0.4625,1.326716234,,0.972016234,,-0.324613955,0.4625,0.137886045,,0.641698113,0.143356508,0.043,0.828054622,0.174954622,,,,,,,31.65998399962997,2.603617991027957
,1644,C,NADH-quinone oxidoreductase subunit B,NADH-quinone oxidoreductase subunit B,Metabolic pathways,(-) Rhamnose,0.763796525,0.763796525,0.464971015,80.86122162,0.808612216,1.169811648,0.089694318,1.058674909,1.901034469,1.104977212,0.084723192,0.615355307,0.047181847,0.42535379,0.69123283,226,9.0152,8,0.276878897,0.021229455,-0.169811648,0.910305682,13.41647691,2X,2,2,,2.846315001,-0.227691884,1.241024114,3.859647231,,3.504947231,,-0.227691884,1.241024114,1.01333223,,1.536363211,0.100553636,0.115381701,1.752298548,1.099198548,,,,,,,80.82833529199995,5.706950063399369
,1860,C,dihydrofolate reductase,dihydrofolate reductase,Others,(-) Rhamnose,0.763796525,0.763796525,0.464689783,50.84441922,0.508444192,0.892063046,0.068069921,0.665680159,1.029794532,1.340077564,0.102256197,0.866253431,0.066100488,0.49373363,0.569964415,464,7.46944,63,0.862432452,0.065808924,0.107936954,0.931930079,5.0,1X,1,1,,1.789723557,-0.264295612,0.4625,1.987927944,,1.633227944,,-0.264295612,0.4625,0.198204388,,0.966043965,0.11671863,0.043,1.125762595,0.472662595,,,,,,,63.562211538280074,2.428523213704125
,2069,Q,fabG,fabG,(5Z)-dodecenoate biosynthesis II,(-) Rhamnose,0.763796525,0.763796525,0.464596131,37.57548309,0.375754831,0.509861682,0.048232936,0.491956717,0.576641589,1.036395406,0.098043048,0.884191656,0.083644567,0.65162631,0.736974055,136,7.79042,43,0.847038189,0.080129848,0.490138318,0.951767064,5.0,1X,1,1,,1.322657005,-0.348815564,0.4625,1.436341441,,1.081641441,,-0.348815564,0.4625,0.113684436,,0.713934179,0.15404446,0.043,0.910978638,0.257878638,,,,,,,37.63637365736002,2.6738715014661585
,1828,,0,,Others,(-) Rhamnose,0.763796525,0.763796525,0.464075521,66.48862512,0.664886251,1.083787277,0.146808035,0.870501802,1.211767571,1.245014398,0.168647595,0.894385444,0.121151976,0.54869124,0.61348409,396,4.52895,417,0.546246845,0.073993696,-0.083787277,0.853191965,10.91335702,3X,3,3,,2.340399604,-0.293714421,1.009485524,3.056170708,,2.701470708,,-0.293714421,1.009485524,0.715771104,,1.263283877,0.129710609,0.09385487,1.486849357,0.833749357,,,,,,,66.71513649549992,5.107433038297111
,1975,K,type III pantothenate kinase,type III pantothenate kinase,Metabolic pathways,(-) Rhamnose,0.726498864,0.726498864,0.463157897,68.70210728,0.687021073,0.911090358,0.106397775,0.945660217,1.89662484,0.963443679,0.112511633,0.480374578,0.056098482,0.36223351,0.754064695,98,6.4571,148,0.415055803,0.04847051,0.088909642,0.893602225,5.0,1X,1,1,,2.418314176,-0.193903598,0.4625,2.686910578,,2.332210578,,-0.193903598,0.4625,0.268596402,,1.305340038,0.085632002,0.043,1.43397204,0.78087204,,,,,,,53.44271319849995,2.224186133083909
,1654,D,chromosome partitioning protein Smc,chromosome partitioning protein Smc,Others,(-) Rhamnose,0.726498864,0.726498864,0.462936618,59.94278507,0.599427851,0.923696265,0.168261394,0.825091243,1.363768508,1.11950802,0.20393065,0.677311625,0.123379733,0.43953783,0.64894476,326,3.56248,499,0.617266945,0.112441936,0.076303735,0.831738606,7.797482624,1X,1,1,,2.109986034,-0.2352846,0.721267143,2.595968577,,2.241268577,,-0.2352846,0.721267143,0.485982542,,1.138912916,0.103906743,0.067058351,1.30987801,0.65677801,,,,,,,70.78451499770009,3.4810369145407467
,1965,E,diaminopimelate epimerase,diaminopimelate epimerase,Biosynthesis of amino acids,(-) Rhamnose,0.726498864,0.726498864,0.462275927,57.01275046,0.570127505,0.896672598,0.07680471,0.784760353,0.874768936,1.142606905,0.097870273,1.025039369,0.087799997,0.6517464,0.635825725,349,7.42308,67,0.676085409,0.05791026,0.103327402,0.92319529,5.0,1X,1,1,,2.006848816,-0.348879848,0.4625,2.120468968,,1.765768968,,-0.348879848,0.4625,0.113620152,,1.083242259,0.154072849,0.043,1.280315108,0.627215108,,,,,,,44.050671889459984,2.6740581084442483
,2009,I,CDP-diacylglycerol--serine O-phosphatidyltransferase,CDP-diacylglycerol--serine O-phosphatidyltransferase,Glycerophospholipid metabolism,(-) Rhamnose,0.726498864,0.726498864,0.461894253,24.24623116,0.242462312,0.32211823,0.035043781,0.333740799,0.540693949,0.96517486,0.105002987,0.595749648,0.0648126,0.44842801,0.75271217,104,6.91884,108,1.006410842,0.109489118,0.67788177,0.964956219,5.0,1X,1,1,,0.853467337,-0.240043514,0.4625,1.075923823,,0.721223823,,-0.240043514,0.4625,0.222456486,,0.460678392,0.106008382,0.043,0.609686774,-0.043413226,,,,,,,28.064124390600043,2.3581231401035163
,2068,I,acyl carrier protein,acyl carrier protein,,(-) Rhamnose,0.726498864,0.726498864,0.461852297,100.0,1.0,1.9592726,0.182052533,1.376464644,1.692760055,1.423409318,0.132260958,1.157442601,0.107547749,0.59075118,0.5103935,499,5.49292,281,0.0,0.0,-0.9592726,0.817947467,5.638558964,5X,5,5,,3.52,-0.316229107,0.521566704,3.725337598,,3.370637598,,-0.316229107,0.521566704,0.205337598,,1.9,0.139653579,0.048491607,2.088145186,1.435045186,,,,,,,76.53410024146,2.867274875655184
,1485,G,transketolase,transketolase,Biosynthesis of amino acids,(-) Rhamnose,0.726498864,0.726498864,0.461762406,27.28295876,0.272829588,0.454715979,0.045471598,0.375540281,0.568288621,1.210831439,0.121083144,0.800149717,0.080014972,0.48008983,0.6,425,6.0,203,1.211950687,0.121195069,0.545284021,0.954528402,5.0,1X,1,1,,0.960360148,-0.256992086,0.4625,1.165868062,,0.811168062,,-0.256992086,0.4625,0.205507914,,0.518376216,0.113493236,0.043,0.674869452,0.021769452,,,,,,,27.842514312499965,2.4073222120581486
,1611,K,AraC family transcriptional regulator,AraC family transcriptional regulator,Others,(-) Rhamnose,0.726498864,0.726498864,0.461668536,40.8583478,0.408583478,0.493415809,0.072757096,0.562400712,0.63948509,0.877338522,0.129368783,0.771582977,0.113774499,0.63892573,0.828071315,17,5.61572,265,0.714209647,0.10531446,0.506584191,0.927242904,6.494198071,1X,1,1,,1.438213843,-0.342016943,0.600713322,1.696910221,,1.342210221,,-0.342016943,0.600713322,0.258696378,,0.776308608,0.151042043,0.055850103,0.983200754,0.330100754,,,,,,,45.7494627518,3.3492999009617437
,1625,H,phosphopantetheine adenylyltransferase,phosphopantetheine adenylyltransferase,Metabolic pathways,(-) Rhamnose,0.726498864,0.726498864,0.461559507,88.41320738,0.884132074,1.578050332,0.173510627,1.216976541,2.940825114,1.296697413,0.142575161,0.536601216,0.059000661,0.30064082,0.560268615,478,5.09555,338,0.206807812,0.022739042,-0.578050332,0.826489373,13.3668387,1X,1,5,,3.1121449,-0.160933031,1.23643258,4.187644449,,3.832944449,,-0.160933031,1.23643258,1.075499549,,1.67985094,0.07107149,0.114954813,1.865877243,1.212777243,,,,,,,87.95774081040003,5.184944795419025
,1652,J,glutamate--tRNA ligase,glutamate--tRNA ligase,Aminoacyl-tRNA biosynthesis,(-) Rhamnose,0.726498864,0.726498864,0.461404736,97.99390413,0.979939041,1.316990102,0.193689489,1.348851444,2.740161478,0.976378909,0.143595864,0.480624997,0.070685429,0.35762091,0.74407472,118,5.05933,348,0.026960946,0.003965141,-0.316990102,0.806310511,12.25105307,1X,1,5,,3.449385425,-0.191434473,1.133222409,4.391173361,,4.036473361,,-0.191434473,1.133222409,0.941787936,,1.861884178,0.084541583,0.105359056,2.051784818,1.398684818,,,,,,,93.10093903180004,4.98793683804778
,1624,S,recombinase RecA,recombinase RecA,Others,(-) Rhamnose,0.726498864,0.726498864,0.461234766,15.0,0.15,0.191922053,0.038332486,0.206469697,0.24631875,0.929541024,0.185656716,0.779161364,0.155621469,0.60896704,0.781567295,64,3.91313,477,1.087558302,0.217217419,0.808077947,0.961667514,7.610664627,1X,1,1,,0.528,-0.325980057,0.703986478,0.906006421,,0.551306421,,-0.325980057,0.703986478,0.378006421,,0.285,0.143959808,0.065451716,0.494411524,-0.158688476,,,,,,,22.29217624764999,3.799069376661765
,1856,I,acetyl-CoA acetyltransferase,acetyl-CoA acetyltransferase,Benzoate degradation,(-) Rhamnose,0.726498864,0.726498864,0.460545834,57.86066216,0.578606622,0.817635021,0.100060115,0.796431558,1.002337071,1.026623082,0.125635548,0.815728605,0.099826813,0.57725753,0.707658805,187,5.78259,243,0.595475355,0.072872775,0.182364979,0.899939885,5.622542503,1X,1,1,,2.036695308,-0.309005956,0.520085182,2.247774534,,1.893074534,,-0.309005956,0.520085182,0.211079226,,1.099352581,0.13646368,0.048353866,1.284170127,0.631070127,,,,,,,58.237261410200055,2.8366019957923863
,1640,M,heptosyltransferase,heptosyltransferase,Others,(-) Rhamnose,0.726498864,0.726498864,0.460276706,23.26575868,0.232657587,0.337375565,0.066141378,0.320244942,0.40899441,1.053492249,0.206533715,0.824890405,0.16171707,0.56885273,0.68961007,230,3.51758,502,1.112719269,0.218144978,0.662624435,0.933858622,8.655612435,1X,1,1,,0.818954706,-0.304506866,0.80064415,1.315091989,,0.960391989,,-0.304506866,0.80064415,0.496137284,,0.442049415,0.134476785,0.074438267,0.650964467,-0.002135533,,,,,,,20.760184640220015,4.170321113756609
