sgRNA,Locus_tag,Gene,Gene2,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
1530,WQ49_RS32415,aroC,aroC,BCAL1467,Biosynthesis of amino acids,Amino acid transport and metabolism,1054.768853,0.194685108,0.09250201,2.104658147,0.035321076,0.17870681,C109,,2.545755506
1532,WQ49_RS02150,hemL,hemL,BCAL3049,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,440.4383611,0.138788436,0.13753523,1.009111884,0.312920979,0.648573534,C109,,1.305780542
1533,WQ49_RS02220,trxB,trxB,BCAL3035,Pyrimidine metabolism,"Posttranslational modification, protein turnover, chaperones",628.3346512,-0.022513686,0.101558924,-0.221681026,0.824562202,0.970466061,C109,,0.180079751
1534,WQ49_RS02220,trxB,trxB,BCAL3035,Pyrimidine metabolism,"Posttranslational modification, protein turnover, chaperones",816.0052748,-0.005286667,0.110893389,-0.047673416,0.961976521,1,C109,,0.320269098
1535,WQ49_RS34830,thyA,thyA,BCAL2912,folate transformations II,Nucleotide transport and metabolism,365.421783,0.032125158,0.124174826,0.2587091,0.795859697,0.96552649,C109,,0.587297378
1536,WQ49_RS34830,thyA,thyA,BCAL2912,folate transformations II,Nucleotide transport and metabolism,356.0197264,0.018912819,0.134958564,0.140137972,0.888550979,0.992874779,C109,,0.44247071
1537,WQ49_RS34830,thyA,thyA,BCAL2912,folate transformations II,Nucleotide transport and metabolism,417.1907174,-0.105386769,0.113681292,-0.927037047,0.3539073,0.690306818,C109,,-0.568117901
1538,WQ49_RS23545,rodA,rodA,BCAL0478,Peptidoglycan biosynthesis,"Cell cycle control, cell division, chromosome partitioning",319.2529735,-0.05747947,0.122899415,-0.467695226,0.640002556,0.907048805,C109,,-0.135696963
1539,WQ49_RS26005,cbbA,cbbA,BCAL2839,Biosynthesis of amino acids,Carbohydrate transport and metabolism,498.8915468,0.0072008,0.107213442,0.067163218,0.946451767,1,C109,,0.447734828
1555,WQ49_RS00670,WQ49_RS00670,WQ49_RS00670,BCAL3348,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",562.4346868,0.028183142,0.121141977,0.232645555,0.81603665,0.967911103,C109,,0.569460202
1556,WQ49_RS00680,WQ49_RS00680,WQ49_RS00680,BCAL3346,Others,Function unknown,208.4302337,0.081322249,0.150244469,0.541266175,0.588324131,0.856816128,C109,,0.812839515
1557,WQ49_RS00920,WQ49_RS00920,WQ49_RS00920,BCAL3296,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,798.7657732,-0.391872514,0.116587574,-3.361185949,0.000776086,0.011314964,C109,,-3.011213898
1559,WQ49_RS01650,WQ49_RS01650,WQ49_RS01650,BCAL3147,Chaperones and folding catalysts,"Posttranslational modification, protein turnover, chaperones",1403.770159,0.159810157,0.106167042,1.505270888,0.132254447,0.380231534,C109,,1.889593476
1560,WQ49_RS01680,WQ49_RS01675,WQ49_RS01675,BCAL3141,Ribosome biogenesis,"Replication, recombination and repair",565.4573817,-0.130419578,0.107232284,-1.216234256,0.223895698,0.539221405,C109,,-0.835729519
1561,WQ49_RS01710,WQ49_RS01710,WQ49_RS01710,BCAL3135,Acarbose and validamycin biosynthesis,Cell wall/membrane/envelope biogenesis,1837.702455,-0.103488301,0.092367755,-1.120394243,0.262545797,0.579770575,C109,,-0.678655757
1562,WQ49_RS01810,WQ49_RS01810,WQ49_RS01810,BCAL3113,Amino sugar and nucleotide sugar metabolism,Carbohydrate transport and metabolism,1074.55922,-0.223810828,0.104951129,-2.132524259,0.032963772,0.174961561,C109,,-1.743749096
1563,WQ49_RS01815,WQ49_RS01815,WQ49_RS01815,BCAL3112,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,967.612001,0.119203231,0.105930665,1.125294846,0.260464113,0.579742703,C109,,1.510475022
1564,WQ49_RS02245,WQ49_RS02245,WQ49_RS02245,BCAL3030,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",224.081907,-0.284021101,0.171181451,-1.659181527,0.097079219,0.332368744,C109,,-1.420823971
1565,WQ49_RS02275,WQ49_RS02265,WQ49_RS02265,BCAL3025,Chromosome and associated proteins,"Cell cycle control, cell division, chromosome partitioning",277.6525224,-0.063732898,0.144650909,-0.440597981,0.659504065,0.912396601,C109,,-0.158523071
1566,WQ49_RS02350,WQ49_RS02345,WQ49_RS02345,BCAL3012,Purine metabolism,Nucleotide transport and metabolism,1.761765302,-1.452682704,1.908022408,-0.761355159,0.446444963,0.751334206,C109,,-0.739970509
1567,WQ49_RS02355,WQ49_RS02355,WQ49_RS02355,BCAL3011,Metabolic pathways,Transcription,316.1238273,0.011343182,0.14136619,0.080239708,0.93604661,1,C109,,0.368868779
1568,WQ49_RS02650,WQ49_RS02650,WQ49_RS02650,BCAM1397A,Biosynthesis of secondary metabolites/cofactors,Lipid transport and metabolism,374.027729,-0.144682491,0.117862984,-1.227548177,0.219616626,0.534045716,C109,,-0.88136322
1569,WQ49_RS02850,WQ49_RS02850,WQ49_RS02850,BCAM1437,Others,Transcription,164.0234063,0.309473073,0.166475866,1.858966595,0.063031874,0.250313627,C109,,2.104061534
1570,WQ49_RS03130,WQ49_RS03130,WQ49_RS03130,BCAM1495,Others,Signal transduction mechanisms,1095.156566,0.167392321,0.099523373,1.681939788,0.092580516,0.323445855,C109,,2.091917776
1571,WQ49_RS03420,WQ49_RS03420,WQ49_RS03420,WQ49_03425,Others,#N/A,689.976754,-0.014045125,0.105614336,-0.132985023,0.894205225,0.997174312,C109,,0.25334882
1572,WQ49_RS03740,WQ49_RS03740,WQ49_RS03740,BCAM1610,Others,"Secondary metabolites biosynthesis, transport and catabolism",639.495575,0.086162851,0.106678177,0.807689575,0.419269307,0.739300272,C109,,1.190170729
1573,WQ49_RS04030,WQ49_RS04030,WQ49_RS04030,BCAM1668,Others,#N/A,585.8437566,0.007448097,0.107200908,0.06947793,0.944609199,1,C109,,0.450094036
1574,WQ49_RS04135,WQ49_RS04135,WQ49_RS04135,BCAM1687,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,207.2417136,0.170345452,0.14873727,1.145277524,0.252094214,0.572060382,C109,,1.419602797
1575,WQ49_RS04315,WQ49_RS04315,WQ49_RS04315,BCAM1723,Others,Signal transduction mechanisms,687.2081099,-0.050078012,0.100893172,-0.496346887,0.619649691,0.890746431,C109,,-0.091935057
1576,WQ49_RS04585,WQ49_RS04585,WQ49_RS04585,BCAM1775,Others,Function unknown,614.5318027,0.08777663,0.106579424,0.823579513,0.41017852,0.735658832,C109,,1.206415062
1577,WQ49_RS04805,WQ49_RS04805,WQ49_RS04805,BCAM1819,Others,Amino acid transport and metabolism,0.190135949,-1.394265056,4.784363469,-0.291421223,0.770729185,0.951772953,C109,,-0.282892943
1578,WQ49_RS05015,WQ49_RS05015,WQ49_RS05015,BCAM1863,Others,#N/A,194.6532139,-0.147222592,0.156548559,-0.940427637,0.346998252,0.683206851,C109,,-0.679790348
1579,WQ49_RS05405,WQ49_RS05405,WQ49_RS05405,BCAM1950,Others,Transcription,225.638331,0.070246409,0.156267033,0.449528017,0.653050802,0.909268064,C109,,0.710634863
1580,WQ49_RS05875,WQ49_RS05865,WQ49_RS05865,BCAM2042,Bacterial secretion system,#N/A,918.0649428,0.121236508,0.096715933,1.25353191,0.210012194,0.519850811,C109,,1.675410611
1583,WQ49_RS07680,WQ49_RS07670,WQ49_RS07670,BCAS0676,Others,#N/A,392.7789319,0.074162699,0.120138255,0.61731127,0.537029435,0.818895713,C109,,0.95693991
1584,WQ49_RS08550,WQ49_RS08550,WQ49_RS08550,0,Others,#N/A,304.9951562,1.135589429,0.164203879,6.915728406,4.65E-12,8.56E-10,C109,,7.164214571
1585,WQ49_RS08710,WQ49_RS08710,WQ49_RS08710,7.79E+13,Others,#N/A,496.3932661,-0.022886032,0.119729179,-0.191148321,0.848409391,0.971622373,C109,,0.14964072
1586,WQ49_RS09335,WQ49_RS09335,WQ49_RS09335,7.54E+13,Others,#N/A,545.1596319,0.088314002,0.112049671,0.788168322,0.430598256,0.743135908,C109,,1.152313899
1587,WQ49_RS09345,WQ49_RS09340,WQ49_RS09340,BCAS0384,"Glycine, serine and threonine metabolism",Coenzyme transport and metabolism,393.1846257,0.085206612,0.117437468,0.725548781,0.46811543,0.76676474,C109,,1.072988086
1588,WQ49_RS09555,WQ49_RS09555,WQ49_RS09555,BCAS0342,ABC transporters,Inorganic ion transport and metabolism,0.844264333,3.553848099,2.221220455,1.599952896,0.109609033,0.344161635,C109,,1.618322253
1589,WQ49_RS10035,WQ49_RS10025,WQ49_RS10025,BCAS0244,Others,#N/A,295.9685756,0.016849433,0.13668798,0.123269308,0.901893844,1,C109,,0.421776843
1590,WQ49_RS10785,WQ49_RS10785,WQ49_RS10785,7.20E+13,Others,#N/A,1039.619253,0.089116564,0.100799021,0.884101479,0.376641435,0.707530156,C109,,1.288891046
1591,WQ49_RS11285,WQ49_RS11285,WQ49_RS11285,BCAS0003,Others,"Cell cycle control, cell division, chromosome partitioning",569.5392164,-0.019009008,0.11111735,-0.171071463,0.864167574,0.979508216,C109,,0.196129449
1592,WQ49_RS11570,WQ49_RS11570,WQ49_RS11570,BCAL0394,Base excision repair,"Replication, recombination and repair",422.5808192,-0.00625299,0.137439018,-0.045496469,0.963711589,1,C109,,0.251379867
1593,WQ49_RS11660,WQ49_RS11660,WQ49_RS11660,BCAL0375,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,569.295006,0.098719082,0.117975363,0.836777093,0.402717876,0.730647756,C109,,1.182632287
1595,WQ49_RS12800,WQ49_RS12800,WQ49_RS12800,BCAL3524,Bacterial secretion system,#N/A,1224.157368,-0.17238289,0.088097985,-1.956717749,0.050380662,0.219401296,C109,,-1.4935699
1596,WQ49_RS12975,WQ49_RS12960,WQ49_RS12960,BCAL0027,Chromosome and associated proteins,Transcription,153.0143893,0.150715417,0.169997269,0.886575524,0.375307476,0.707530156,C109,,1.126593452
1597,WQ49_RS12990,WQ49_RS12990,WQ49_RS12990,BCAL0030,Metabolic pathways,Energy production and conversion,793.9295244,-0.471062049,0.10735234,-4.387999822,1.14E-05,0.000371457,C109,,-4.007920616
1598,WQ49_RS12995,WQ49_RS12995,WQ49_RS12995,BCAL0031,Metabolic pathways,Energy production and conversion,0.654275333,0.668783895,2.108910028,0.31712301,0.751150266,0.951579725,C109,,0.336470631
1599,WQ49_RS13000,WQ49_RS13000,WQ49_RS13000,BCAL0032,Metabolic pathways,Energy production and conversion,407.4351779,-0.876080086,0.134903798,-6.494109876,8.35E-11,1.15E-08,C109,,-6.191654401
1600,WQ49_RS13040,WQ49_RS13040,WQ49_RS13040,BCAL0040,Biosynthesis of secondary metabolites/cofactors,Coenzyme transport and metabolism,619.1913138,-0.111418414,0.105286115,-1.058244142,0.289944152,0.615573737,C109,,-0.670705934
1601,WQ49_RS13045,WQ49_RS13045,WQ49_RS13045,BCAL0041,Homologous recombination,"Replication, recombination and repair",394.4251564,-0.034208699,0.130159898,-0.262820573,0.792688878,0.963797931,C109,,0.050658407
1602,WQ49_RS13280,WQ49_RS13280,WQ49_RS13280,BCAL0086,Others,#N/A,278.6123793,-0.339233715,0.141743307,-2.393296186,0.016697756,0.116672925,C109,,-2.105435029
1603,WQ49_RS14005,WQ49_RS14005,WQ49_RS14005,pBCA094,Others,Function unknown,378.6077467,0.081932979,0.13523604,0.60585166,0.544613262,0.825897034,C109,,0.907564074
1604,WQ49_RS14200,WQ49_RS14200,WQ49_RS14200,8.01E+13,Others,#N/A,824.0234686,0.125351661,0.105834665,1.184410241,0.236250708,0.557067619,C109,,1.569939803
1605,WQ49_RS14675,WQ49_RS14675,WQ49_RS14675,BCAM1362,beta-Lactam resistance,Cell wall/membrane/envelope biogenesis,397.9137654,0.066156407,0.127761895,0.517810156,0.604590732,0.871368365,C109,,0.837172923
1606,WQ49_RS15060,WQ49_RS15055,WQ49_RS15055,BCAM1285,Others,#N/A,460.1134112,0.106240071,0.115381492,0.920772209,0.357169367,0.694216517,C109,,1.274402514
1607,WQ49_RS15825,WQ49_RS15825,WQ49_RS15825,BCAM1131,Others,Transcription,442.2059327,-0.038542672,0.114788589,-0.335770936,0.737043608,0.948296381,C109,,0.01968593
1608,WQ49_RS16220,WQ49_RS16220,WQ49_RS16220,BCAM1050,Others,#N/A,478.3523299,-0.116534497,0.103296684,-1.128153313,0.259255177,0.579388088,C109,,-0.733151359
1609,WQ49_RS16915,WQ49_RS16915,WQ49_RS16915,BCAM0913,Others,"Posttranslational modification, protein turnover, chaperones",390.5600173,0.035303534,0.119388028,0.295704137,0.767456038,0.951772953,C109,,0.637466982
1611,WQ49_RS18170,WQ49_RS18170,WQ49_RS18170,BCAM0654,Others,Transcription,239.07717,0.010642934,0.148310061,0.071761377,0.94279181,1,C109,,0.346876848
1612,WQ49_RS18210,WQ49_RS18210,WQ49_RS18210,BCAM0646,Others,General function prediction only,250.8262057,0.301540406,0.141916151,2.124778638,0.033605088,0.176666749,C109,,2.412289199
1613,WQ49_RS18505,WQ49_RS18505,WQ49_RS18505,BCAM0588,Others,Transcription,0.281816661,0.129123497,3.859486382,0.033456135,0.973310846,1,C109,,0.044028109
1614,WQ49_RS19375,WQ49_RS19375,WQ49_RS19375,BCAM0414,Others,#N/A,286.708205,-0.115178001,0.143936531,-0.800199924,0.423594974,0.739950714,C109,,-0.516725034
1615,WQ49_RS20045,WQ49_RS20045,WQ49_RS20045,BCAM0279,Others,#N/A,363.6875474,0.075281114,0.140823402,0.534578151,0.592941596,0.856816128,C109,,0.82431971
1616,WQ49_RS22430,WQ49_RS22425,WQ49_RS22425,BCAM2647,Others,Function unknown,511.4917801,0.16326716,0.109396691,1.492432339,0.135585842,0.385790644,C109,,1.865408813
1617,WQ49_RS23265,WQ49_RS23265,WQ49_RS23265,BCAL0423a,Ribosome biogenesis,#N/A,761.2973247,-0.216072928,0.130520798,-1.655467417,0.097829721,0.332368744,C109,,-1.342855229
1618,WQ49_RS23510,WQ49_RS23500,WQ49_RS23500,BCAL0472,Others,Signal transduction mechanisms,490.8212042,-0.104619966,0.111430497,-0.938880907,0.347791893,0.683206851,C109,,-0.572711921
1619,WQ49_RS23700,WQ49_RS23700,WQ49_RS23700,BCAL0509,2'-deoxymugineic acid phytosiderophore biosynthesis,Coenzyme transport and metabolism,415.6824253,-0.104078867,0.119750715,-0.869129401,0.384776357,0.710193698,C109,,-0.528401647
1620,WQ49_RS24230,WQ49_RS24230,WQ49_RS24230,BCAL0616,Others,Function unknown,459.802511,0.025779215,0.121593684,0.212011131,0.832098351,0.970466061,C109,,0.547574547
1621,WQ49_RS24420,WQ49_RS24420,WQ49_RS24420,BCAL0655,Others,Inorganic ion transport and metabolism,236.3129529,0.033421466,0.160737452,0.207925818,0.83528689,0.970466061,C109,,0.461770778
1622,WQ49_RS24600,WQ49_RS24600,WQ49_RS24600,BCAL0691,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,166.3214771,-0.177362435,0.185085709,-0.958271904,0.337925668,0.675851335,C109,,-0.737820566
1623,WQ49_RS24810,WQ49_RS24810,WQ49_RS24810,BCAL0734,Ascorbate and aldarate metabolism,Carbohydrate transport and metabolism,158.4411102,-0.311602316,0.185082006,-1.683590547,0.092260827,0.323445855,C109,,-1.463134799
1624,WQ49_RS24980,WQ49_RS24980,WQ49_RS24980,BCAL0768,Others,Function unknown,405.779396,-0.038393471,0.120779431,-0.317880871,0.750575303,0.951579725,C109,,0.019944798
1625,WQ49_RS25115,WQ49_RS25115,WQ49_RS25115,BCAL0795,Metabolic pathways,Coenzyme transport and metabolism,270.0570516,-0.309918666,0.139569523,-2.220532536,0.02638264,0.158295838,C109,,-1.928187965
1626,WQ49_RS25270,WQ49_RS25265,WQ49_RS25265,BCAL0827,DNA Replication,"Replication, recombination and repair",320.8337985,-0.042946396,0.139715714,-0.307384152,0.75855099,0.951772953,C109,,-0.015345475
1627,WQ49_RS25515,WQ49_RS25510,WQ49_RS25510,BCAL0876,Biosynthesis of secondary metabolites,General function prediction only,271.7059655,-0.464780965,0.135887944,-3.420325232,0.000625463,0.009864447,C109,,-3.120060242
1628,WQ49_RS25605,WQ49_RS25605,WQ49_RS25605,BCAL0894,Others,Cell wall/membrane/envelope biogenesis,118.7413613,-0.607095912,0.192952669,-3.14634628,0.001653241,0.020279761,C109,,-2.934883063
1629,WQ49_RS26025,WQ49_RS26010,WQ49_RS26010,BCAL2835,Others,"Translation, ribosomal structure and biogenesis",0.675019245,1.530733205,2.662766657,0.574865695,0.565382132,0.838954132,C109,,0.590189002
1632,WQ49_RS26370,WQ49_RS26370,WQ49_RS26370,BCAL2766,Others,#N/A,494.351776,-0.043748221,0.129316325,-0.338303933,0.73513416,0.948296381,C109,,-0.022780025
1633,WQ49_RS26380,WQ49_RS26380,WQ49_RS26380,BCAL2764,Peptidoglycan biosynthesis,General function prediction only,374.7366774,0.009626191,0.118871616,0.080979725,0.935458076,1,C109,,0.424227285
1635,WQ49_RS26645,WQ49_RS26640,WQ49_RS26640,BCAL2710,Biosynthesis of antibiotics,Cell wall/membrane/envelope biogenesis,253.9126752,-0.306869916,0.145453481,-2.10974611,0.034880231,0.17870681,C109,,-1.829227611
1636,WQ49_RS26820,WQ49_RS26825,WQ49_RS26825,BCAL2677,ABC transporters,General function prediction only,112.269309,-0.355036296,0.220722944,-1.608515582,0.107722306,0.343339783,C109,,-1.423657627
1637,WQ49_RS26855,WQ49_RS26850,WQ49_RS26850,BCAL2670,lipoprotein posttranslational modification,Cell wall/membrane/envelope biogenesis,1209.566279,0.009367592,0.089620805,0.104524748,0.91675293,1,C109,,0.559802874
1639,WQ49_RS27090,WQ49_RS27090,WQ49_RS27090,BCAL2622,Oxidative phosphorylation,Energy production and conversion,170.8024635,0.069107023,0.171778376,0.402303388,0.687460761,0.932379214,C109,,0.639832658
1640,WQ49_RS27545,WQ49_RS27545,WQ49_RS27545,BCAL2406,Others,Cell wall/membrane/envelope biogenesis,343.0674709,-0.067436879,0.150433374,-0.448284027,0.653948227,0.909268064,C109,,-0.177051713
1641,WQ49_RS27805,WQ49_RS27805,WQ49_RS27805,BCAL2356,Glycerophospholipid metabolism,Lipid transport and metabolism,627.1873507,-0.111304392,0.110115426,-1.010797452,0.312113383,0.648573534,C109,,-0.640255435
1642,WQ49_RS27860,WQ49_RS27855,WQ49_RS27855,BCAL2345,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",248.3264589,-0.337278889,0.157487353,-2.141625228,0.032223652,0.174386822,C109,,-1.882541617
1643,WQ49_RS27870,WQ49_RS27870,WQ49_RS27870,BCAL2344,Metabolic pathways,Energy production and conversion,370.1621465,-0.244051628,0.143155634,-1.70479932,0.088231858,0.316259649,C109,,-1.41977811
1644,WQ49_RS27875,WQ49_RS27875,WQ49_RS27875,BCAL2343,Metabolic pathways,Energy production and conversion,300.9230666,-0.140343582,0.139711159,-1.004526651,0.315124832,0.648573534,C109,,-0.712478453
1645,WQ49_RS27890,WQ49_RS27890,WQ49_RS27890,BCAL2340,Metabolic pathways,Energy production and conversion,371.7584024,-0.418932599,0.125621174,-3.334888413,0.000853336,0.011776042,C109,,-3.01008336
1646,WQ49_RS28490,WQ49_RS28490,WQ49_RS28490,BCAL2224,"Alanine, aspartate and glutamate metabolism",Amino acid transport and metabolism,345.3241215,-0.058256551,0.124689362,-0.467213484,0.640347147,0.907048805,C109,,-0.13998114
1648,WQ49_RS28655,WQ49_RS28655,WQ49_RS28655,BCAL2195,Others,"Posttranslational modification, protein turnover, chaperones",726.4490694,-0.215075601,0.102735288,-2.093492952,0.036305173,0.178932636,C109,,-1.696332511
1649,WQ49_RS28705,WQ49_RS28705,WQ49_RS28705,BCAL2186,ABC transporters,Cell wall/membrane/envelope biogenesis,559.0366803,-0.089696878,0.110090092,-0.814758867,0.41521035,0.736662235,C109,,-0.444131578
1650,WQ49_RS28730,WQ49_RS28730,WQ49_RS28730,BCAL2181,Metabolic pathways,Nucleotide transport and metabolism,125.2624831,0.086081745,0.193270718,0.445394655,0.656034574,0.909877098,C109,,0.656509885
1651,WQ49_RS28900,WQ49_RS28900,WQ49_RS28900,BCAL2146,2-Oxocarboxylic acid metabolism,Amino acid transport and metabolism,745.5410969,0.169281555,0.092511784,1.829837747,0.067274204,0.265252578,C109,,2.270888502
1652,WQ49_RS29015,WQ49_RS29015,WQ49_RS29015,BCAL2126,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",504.645641,-0.027116884,0.114283026,-0.237278313,0.812440885,0.967911103,C109,,0.119751017
1653,WQ49_RS29105,WQ49_RS29105,WQ49_RS29105,BCAL2115A,Others,"Posttranslational modification, protein turnover, chaperones",1600.008196,-0.459147241,0.104941049,-4.375287307,1.21E-05,0.000371903,C109,,-3.986474802
1654,WQ49_RS29195,WQ49_RS29195,WQ49_RS29195,BCAL2098,Others,"Cell cycle control, cell division, chromosome partitioning",55.02819892,0.008208121,0.266898794,0.030753682,0.97546598,1,C109,,0.183629577
1655,WQ49_RS29205,WQ49_RS29205,WQ49_RS29205,BCAL2096,Base excision repair,"Replication, recombination and repair",794.853614,-0.150708288,0.093696065,-1.608480436,0.107729998,0.343339783,C109,,-1.173004388
1656,WQ49_RS29235,WQ49_RS29235,WQ49_RS29235,BCAL2090,Others,"Translation, ribosomal structure and biogenesis",1082.152746,-0.17599466,0.091686534,-1.919525709,0.054917836,0.229249695,C109,,-1.474505157
1657,WQ49_RS29380,WQ49_RS29380,WQ49_RS29380,BCAL2061,Drug metabolism - other enzymes,Nucleotide transport and metabolism,1125.041613,-0.434271748,0.115121331,-3.772296099,0.000161752,0.003434122,C109,,-3.41786663
1658,WQ49_RS29605,WQ49_RS29605,WQ49_RS29605,BCAL2016,Biosynthesis of antibiotics,Lipid transport and metabolism,323.9958123,-0.317417554,0.140249533,-2.263234302,0.02362125,0.144876998,C109,,-1.972307187
1659,WQ49_RS29725,WQ49_RS29725,WQ49_RS29725,BCAL1994,Others,"Posttranslational modification, protein turnover, chaperones",1131.235785,-0.403816491,0.101231736,-3.989030581,6.63E-05,0.001592253,C109,,-3.585971286
1661,WQ49_RS29995,WQ49_RS29995,WQ49_RS29995,BCAL1941,DNA Replication,"Replication, recombination and repair",1072.387822,-0.600936099,0.136206938,-4.411934563,1.02E-05,0.000353456,C109,,-4.112372789
1662,WQ49_RS30075,WQ49_RS30065,WQ49_RS30065,BCAL1925,Biosynthesis of amino acids,Amino acid transport and metabolism,1155.721733,0.195951573,0.100517781,1.949421988,0.051245051,0.219401296,C109,,2.355344121
1663,WQ49_RS30205,WQ49_RS30205,WQ49_RS30205,BCAL1899,DNA Replication,"Replication, recombination and repair",1210.195119,-0.290719297,0.107310269,-2.709147026,0.006745644,0.058181179,C109,,-2.328918812
1664,WQ49_RS30265,WQ49_RS30265,WQ49_RS30265,BCAL1887,Biosynthesis of antibiotics,Nucleotide transport and metabolism,583.3154618,-0.011523145,0.133931773,-0.086037425,0.931436667,1,C109,,0.218613154
1665,WQ49_RS30280,WQ49_RS30280,WQ49_RS30280,BCAL1884,Biosynthesis of antibiotics,Lipid transport and metabolism,1392.098791,-0.452537179,0.102277538,-4.424599862,9.66E-06,0.000353456,C109,,-4.025661903
1666,WQ49_RS30300,WQ49_RS30300,WQ49_RS30300,BCAL1880,Others,General function prediction only,1100.139162,-0.296669109,0.12914807,-2.297123826,0.021611707,0.141933263,C109,,-1.981188852
1667,WQ49_RS30305,WQ49_RS30305,WQ49_RS30305,BCAL1879,RNA degradation,General function prediction only,567.8319972,-0.52808173,0.117920523,-4.478285177,7.52E-06,0.000319502,C109,,-4.132269139
1668,WQ49_RS30405,WQ49_RS30405,WQ49_RS30405,2.05E+13,Others,#N/A,519.3668987,-0.049258818,0.121211196,-0.406388347,0.684457281,0.932379214,C109,,-0.069766043
1669,WQ49_RS31200,WQ49_RS31195,WQ49_RS31195,BCAL1707,Metabolic pathways,#N/A,1532.569636,0.071721089,0.081156345,0.883739757,0.376836714,0.707530156,C109,,1.386502567
1670,WQ49_RS31260,WQ49_RS31260,WQ49_RS31260,BCAL1695,ABC transporters,"Secondary metabolites biosynthesis, transport and catabolism",826.6049996,-0.177464228,0.094702658,-1.873909687,0.060942874,0.2475731,C109,,-1.443062305
1671,WQ49_RS31470,WQ49_RS31470,WQ49_RS31470,BCAL1651,Others,Signal transduction mechanisms,0.08237342,0,5.770299786,0,1,1,C109,,0.007071104
1672,WQ49_RS31685,WQ49_RS31685,WQ49_RS31685,BCAL1611,Metabolic pathways,Nucleotide transport and metabolism,0.062320166,-1.401526452,5.761049603,-0.243276234,0.807791414,0.967911103,C109,,-0.236193776
1673,WQ49_RS31780,WQ49_RS31760,WQ49_RS31760,BCAL1590,Others,#N/A,0.740135812,-1.426681119,2.353092256,-0.606300546,0.544315196,0.825897034,C109,,-0.588960642
1674,WQ49_RS32505,WQ49_RS32505,WQ49_RS32505,BCAL1448,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",236.9156485,-0.335081018,0.154648854,-2.166721639,0.030256086,0.169279225,C109,,-1.902882683
1675,WQ49_RS32510,WQ49_RS32510,WQ49_RS32510,BCAL1447,Amino sugar and nucleotide sugar metabolism,Cell wall/membrane/envelope biogenesis,1129.426225,-0.144274619,0.101539775,-1.420868028,0.155355129,0.426646922,C109,,-1.019031483
1676,WQ49_RS32685,WQ49_RS32685,WQ49_RS32685,BCAL1413,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",339.8974258,-0.409084476,0.1393654,-2.935337442,0.003331851,0.032842535,C109,,-2.642564686
1677,WQ49_RS33435,WQ49_RS33435,WQ49_RS33435,BCAL1254,DNA Replication,"Replication, recombination and repair",495.4134331,-0.179863655,0.117338106,-1.532866528,0.125308744,0.36498917,C109,,-1.185133011
1678,WQ49_RS34105,WQ49_RS34105,WQ49_RS34105,BCAL1103,Others,#N/A,621.2202858,0.161782287,0.10824342,1.494615441,0.135014834,0.385790644,C109,,1.871565765
1679,WQ49_RS34545,WQ49_RS34545,WQ49_RS34545,BCAL2857,Others,Function unknown,577.1791436,-0.117755136,0.114958771,-1.024324936,0.305681824,0.639152904,C109,,-0.66939428
1680,WQ49_RS34550,WQ49_RS34550,WQ49_RS34550,BCAL2858,Others,"Translation, ribosomal structure and biogenesis",1347.356239,-0.165107641,0.092747867,-1.780177218,0.075046963,0.289691771,C109,,-1.340249128
1682,WQ49_RS35065,WQ49_RS35065,WQ49_RS35065,BCAL2959,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,33.84126375,-0.173149689,0.441033423,-0.392599925,0.694614995,0.935188968,C109,,-0.300084506
1685,WQ49_RS32205,nusA [Control],nusA [Control],BCAL1506,Others,Transcription,563.6064972,-0.431548,0.139716595,-3.088738308,0.002010084,0.023115967,C109,,-2.796701474
1686,WQ49_RS00765,NUDIX hydrolase,NUDIX hydrolase,BCAL3328,protein SAMPylation and SAMP-mediated thiolation,Nucleotide transport and metabolism,110.9322217,-0.022023401,0.209410114,-0.105168757,0.916241901,1,C109,,0.089675662
1687,0,LuxR Transcriptional Regulator,LuxR Transcriptional Regulator,BCAM1545,Others,Signal transduction mechanisms,232.3382312,0.063056323,0.145732769,0.432684589,0.665243927,0.916411023,C109,,0.712665492
1688,0,glycosyl trasnferase 5th gene op,glycosyl trasnferase 5th gene op,BCAM2338,Others,Carbohydrate transport and metabolism,219.2673512,0.05680598,0.14788244,0.384129314,0.700882606,0.941331383,C109,,0.660040316
1689,0,hypothetical,hypothetical,6.51E+13,Others,#N/A,342.9115638,0.062275892,0.128239752,0.485620806,0.627236042,0.898874017,C109,,0.803793536
